GEO.id,GEO.id2,GEO.display-label,VD01,VD02,VD03,VD04,VD05,VD06,VD07,VD08,VD09,VD10,VD11,VD12,VD13,VD14,VD15,VD16,VD17,VD18,VD19,VD20,VD21,VD22,VD23,VD24,VD25,VD26,VD27,VD28,VD29,VD30,VD31,VD32,VD33,VD34,VD35,VD36,VD37,VD38,VD39,VD40,VD41,VD42,VD43,VD44,VD45,VD46,VD47,VD48,VD49,VD50,VD51,VD52,VD53,VD54,VD55,VD56,VD57,VD58,VD59,VD60,VD61,VD62,VD63,VD64,VD65,VD66,VD67,VD68,VD69,VD70,VD71,VD72,VD73
1400000US18097310305,18097310305,"Census Tract 3103.05, Marion County, Indiana",5239,695,4544,4436,1730,2539,6,141,3,17,108,98,55,3,1,1,7,14,3,0,7,0,0,0,5,2,0,7,3,1,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0
1400000US18097310306,18097310306,"Census Tract 3103.06, Marion County, Indiana",6178,706,5472,5339,1624,3461,19,224,0,11,133,121,68,5,3,0,7,4,5,0,7,3,0,0,5,14,0,12,4,0,0,1,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US18097310307,18097310307,"Census Tract 3103.07, Marion County, Indiana",7514,230,7284,7081,4069,2543,15,414,4,36,203,190,94,7,22,3,13,10,10,3,10,4,0,4,0,10,0,12,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US18097310308,18097310308,"Census Tract 3103.08, Marion County, Indiana",3532,259,3273,3193,1623,1398,2,152,1,17,80,74,38,1,5,0,1,8,7,5,3,0,0,0,0,6,0,6,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US18097320105,18097320105,"Census Tract 3201.05, Marion County, Indiana",3785,108,3677,3614,3106,380,5,108,0,15,63,56,12,4,12,0,19,0,4,0,4,0,0,0,0,1,0,7,2,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US18097320106,18097320106,"Census Tract 3201.06, Marion County, Indiana",2485,134,2351,2333,1958,335,0,35,1,4,18,18,11,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US18097320107,18097320107,"Census Tract 3201.07, Marion County, Indiana",1814,29,1785,1769,1623,113,3,25,1,4,16,16,7,1,0,1,0,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US18097320108,18097320108,"Census Tract 3201.08, Marion County, Indiana",5036,604,4432,4337,2610,1559,11,142,3,12,95,88,35,6,30,0,4,5,4,1,0,1,0,1,1,0,0,6,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1400000US18097320109,18097320109,"Census Tract 3201.09, Marion County, Indiana",2691,41,2650,2611,2344,214,2,44,0,7,39,34,15,1,12,0,3,1,1,0,0,1,0,0,0,0,0,5,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US18097320202,18097320202,"Census Tract 3202.02, Marion County, Indiana",4119,45,4074,4045,3941,74,1,26,1,2,29,28,5,10,3,0,4,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US18097320203,18097320203,"Census Tract 3202.03, Marion County, Indiana",2851,71,2780,2732,2429,191,8,99,2,3,48,45,10,1,5,0,22,4,1,0,2,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US18097320204,18097320204,"Census Tract 3202.04, Marion County, Indiana",4276,294,3982,3893,3423,315,8,136,3,8,89,78,18,10,8,0,40,0,0,0,0,0,0,0,0,2,0,8,3,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US18097320301,18097320301,"Census Tract 3203.01, Marion County, Indiana",3437,23,3414,3401,3296,59,1,44,0,1,13,12,1,0,5,1,3,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US18097320303,18097320303,"Census Tract 3203.03, Marion County, Indiana",2594,162,2432,2392,2077,179,1,132,1,2,40,35,14,8,1,2,2,0,1,0,0,0,0,0,0,7,0,5,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US18097320304,18097320304,"Census Tract 3203.04, Marion County, Indiana",5676,112,5564,5508,5238,164,7,87,2,10,56,53,6,6,22,0,13,1,1,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US18097320400,18097320400,"Census Tract 3204, Marion County, Indiana",3327,138,3189,3129,2434,646,3,38,0,8,60,53,29,3,7,0,1,3,0,0,4,1,0,0,5,0,0,7,1,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US18097320500,18097320500,"Census Tract 3205, Marion County, Indiana",3329,132,3197,3143,2737,305,8,86,2,5,54,53,19,3,16,0,2,2,5,0,0,1,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US18097320600,18097320600,"Census Tract 3206, Marion County, Indiana",2889,51,2838,2809,2732,37,11,25,1,3,29,29,6,13,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US18097320700,18097320700,"Census Tract 3207, Marion County, Indiana",1722,20,1702,1691,1635,37,3,15,0,1,11,9,0,2,5,0,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
1400000US18097320800,18097320800,"Census Tract 3208, Marion County, Indiana",3124,21,3103,3085,3014,46,0,22,1,2,18,18,1,1,14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US18097320901,18097320901,"Census Tract 3209.01, Marion County, Indiana",5739,128,5611,5530,4284,1144,6,81,5,10,81,71,31,11,17,0,4,5,1,0,1,0,0,1,0,0,0,10,8,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US18097320902,18097320902,"Census Tract 3209.02, Marion County, Indiana",3960,403,3557,3453,2079,1264,12,92,0,6,104,87,44,11,7,0,6,5,0,0,8,0,0,0,0,6,0,17,9,2,0,4,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US18097320903,18097320903,"Census Tract 3209.03, Marion County, Indiana",5093,683,4410,4290,885,3333,5,54,0,13,120,113,52,10,6,0,3,3,20,0,19,0,0,0,0,0,0,7,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US18097321001,18097321001,"Census Tract 3210.01, Marion County, Indiana",2811,55,2756,2706,1000,1656,8,31,0,11,50,40,19,11,5,0,1,2,0,0,2,0,0,0,0,0,0,10,6,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US18097321002,18097321002,"Census Tract 3210.02, Marion County, Indiana",4534,61,4473,4397,2739,1558,9,78,0,13,76,65,23,8,14,0,11,4,1,0,4,0,0,0,0,0,0,11,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US18097321100,18097321100,"Census Tract 3211, Marion County, Indiana",4094,48,4046,3980,2164,1779,3,25,1,8,66,58,32,6,4,0,4,3,2,2,3,0,0,0,0,2,0,8,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US18097321200,18097321200,"Census Tract 3212, Marion County, Indiana",4899,62,4837,4804,4602,158,3,36,0,5,33,33,10,8,10,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US18097321300,18097321300,"Census Tract 3213, Marion County, Indiana",2373,46,2327,2289,2183,64,5,33,1,3,38,33,8,3,10,2,9,0,0,1,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US18097321400,18097321400,"Census Tract 3214, Marion County, Indiana",5301,114,5187,5124,4311,699,9,97,3,5,63,63,15,12,23,0,9,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US18097321600,18097321600,"Census Tract 3216, Marion County, Indiana",4837,84,4753,4702,2437,2202,8,45,1,9,51,50,21,8,7,1,3,8,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US18097321700,18097321700,"Census Tract 3217, Marion County, Indiana",4260,108,4152,4104,3549,498,6,45,1,5,48,45,20,6,11,0,4,1,0,0,1,0,0,1,1,0,0,3,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US18097321800,18097321800,"Census Tract 3218, Marion County, Indiana",3558,42,3516,3477,3194,244,4,29,0,6,39,36,9,10,11,0,2,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US18097321900,18097321900,"Census Tract 3219, Marion County, Indiana",5317,67,5250,5167,4107,966,3,83,0,8,83,67,20,8,11,0,14,4,1,0,0,2,0,0,3,4,0,16,14,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US18097322000,18097322000,"Census Tract 3220, Marion County, Indiana",3574,21,3553,3499,682,2788,10,13,0,6,54,48,21,5,5,0,2,5,1,0,9,0,0,0,0,0,0,6,2,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US18097322100,18097322100,"Census Tract 3221, Marion County, Indiana",3065,31,3034,2975,794,2156,9,7,0,9,59,50,29,1,6,0,1,6,3,0,3,0,0,0,0,1,0,9,5,0,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US18097322200,18097322200,"Census Tract 3222, Marion County, Indiana",2343,60,2283,2237,938,1279,3,11,2,4,46,35,22,3,3,1,0,4,0,0,2,0,0,0,0,0,0,9,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US18097322300,18097322300,"Census Tract 3223, Marion County, Indiana",2681,37,2644,2584,1818,738,6,12,0,10,60,54,25,9,6,0,1,4,8,0,1,0,0,0,0,0,0,6,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US18097322400,18097322400,"Census Tract 3224, Marion County, Indiana",3047,39,3008,2957,1177,1731,9,20,1,19,51,47,21,4,9,0,2,3,5,0,1,0,0,0,0,2,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US18097322500,18097322500,"Census Tract 3225, Marion County, Indiana",1778,41,1737,1707,385,1303,4,6,0,9,30,29,7,3,2,0,2,7,1,0,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US18097322600,18097322600,"Census Tract 3226, Marion County, Indiana",3972,49,3923,3858,470,3348,7,17,1,15,65,58,29,2,1,0,0,15,6,3,2,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US18097322700,18097322700,"Census Tract 3227, Marion County, Indiana",2536,19,2517,2473,356,2103,1,12,0,1,44,42,27,0,3,0,0,3,3,0,6,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US18097330103,18097330103,"Census Tract 3301.03, Marion County, Indiana",4999,181,4818,4772,4101,498,14,133,10,16,46,46,26,5,10,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1400000US18097330104,18097330104,"Census Tract 3301.04, Marion County, Indiana",9552,164,9388,9238,8436,556,9,216,4,17,150,136,38,26,51,4,5,3,1,0,6,2,0,0,0,0,0,12,8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
